Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,10/05/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Ghana,GHA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,67799999.9,30600000,11500000,14400000,14270000,70869955,-18260970,19217479.38,9696236.565,-2800000,15600000,16263752,16300000,2400000,2000000,5600000,4300000,4700000,5000000,15000000,14800000,20000000,22500000,125000000,233000000,106500000,120000000,81800000,167400000,243700000,165900000,89320000,58930000,136751000,139270000,144970000,636010000,1383177930,2714916344,2372540000,2527350000,3247588000,3294520000,3227000000,3363389444,3192320531,3485333369,3254990000,2989035000,3879831470,1875782953,2612789793,
Gibraltar,GIB,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,780000,1450000,870000,-700000,-1830000,630000,-520000,560000,-1310000,-400000,380000,700000,1110000,8400000,12850000,15680000,12330000,17860000,38770000,19690000,2720000,210000,769000,23774000,17301000,17810000,63452427,9942000,1677000,30000000,78966000,97900000,105000000,125000000,385900000,381880000,91030000,0,956060000,605560000,190000,-73758603.66,53272458.42,1618447260,577590000,352760000,44400000,176350000,197610000,
"Gambia, The",GMB,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,100000,1700000,1700000,1399999.9,1200000,100000,900000,-560000,2104763.226,12364861.6,280000,2009878.342,270000,-400000,-1700000,-500000,-1990000,1525217.664,1177623.969,13713834.32,14119999.9,9270433.339,6323269.186,10741221.68,9716366.67,7729249.072,10655113.98,11666476.04,23699999.9,49479999.9,43520000,35479999.9,42826999.9,18272720.34,55526319.44,53650280.02,82208102.59,78094820.96,70792382.32,39447343.71,37140887.81,36077136.08,41183457.77,68340322.38,23014092.04,71976051.7,69830172.21,64338516.04,81805006.6,71083305.87,189576190.8,251822628.8,
Guinea-Bissau,GNB,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,-130000,,40000,,230000,,,0,0,2290000,1439999.9,820000,120000,680000,470000,2020000,2089999.9,5830000,3299999.9,430000,40000,1030000,11479108.8,4407138.2,730876.6134,702270.8631,395613.5963,3545253.689,4005503.687,1915633.352,8692468.09,17887123.56,18770117.49,6630074.028,18890200,26240200,25024047.39,6624917.193,19639703.8,28852727.69,18575499.45,14221700,15691197.95,20563818.22,71658680.34,20989721.61,18529723.35,
Equatorial Guinea,GNQ,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,-20000,,,-180000,450000,520000,2169999.9,2439999.9,5629999.9,1679999.9,500000,890258.9696,11073778.66,41324758.93,6018320.158,22301675.64,16995533.49,126924170.7,376180404.2,53451528.1,274768116.7,154296173.9,154499589.9,940741215.7,323391507.5,689779766,340914468.5,769146185.2,469506014.6,1242731087,-793872332.8,1636219625,2734000000,1975000000,985256411.5,582948701.9,167875182.6,233325072.8,53998812.9,304827249.5,396077780,452287112.1,529894746.1,491090929.1,
Greece,GRC,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,50000000,42000000,55000000,62000000,67000000,24000000,305000000,387000000,428000000,613000000,672000000,520000000,436000000,439000000,485000000,447000000,471000000,683000000,907000000,752000000,1005000000,1135000000,1144000000,977000000,981000000,1053000000,1058000000,984000000,71200000,82701091.42,-8195469.288,2001266.562,34180546.54,1408086699,2147927927,688484256.6,5411403362,1957124444,5733447473,2766296835,532926980.5,1092191388,1662090330,2945271845,2697339246,1268938506,2698544612,3439131880,4025447789,4999635990,3303648833,6132475888,
Grenada,GRD,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,-100000,1400000,0,0,0,1900000,2500000,2800000,4111111.111,4481481.481,14722222.22,14981481.48,10481481.48,12874074.07,15274074.07,22581481.48,20248148.15,19311111.11,19977777.78,16962962.96,33500000,48685185.19,41551851.85,37407407.41,58748148.15,54488888.89,89166666.67,65014333.33,70157129.63,89787148.15,156554796.7,134832583.3,102556363,60420861.11,42648183.7,31489862.96,74688413.33,106797167.7,156442123.7,109856645.7,155662145.3,184005689,198978976.6,148811370.1,144226098.8,
Greenland,GRL,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,29399999.9,28600000,15900000,34799999.9,47399999.9,80000000,12500000,97500000,127200000,117000000,110700000,127100000,77100000,45000000,38000000,61800000,68800000,150200000,329900000,76200000,47700000,90700000,94100000,142500000,65200000,75200000,76900000,631400000,1346300000,924600000,-788600000,-936494410.4,-1016996774,19488617.6,321400000,540000000,635300000,859200000,731386670,499821250,1102460180,876760590,1399819890,1522143500,1407555280,1203355080,845786560,998344470,922397870,1170758860,1004371660,3597772700,
Guam,GUM,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,9000000,-2439999.9,2500000,8199999.9,1360000,800000,5009999.9,-1764705.883,4019999.9,588235.2943,588235.2943,-1777777.778,4433333.335,4733333.335,4489019.519,1810974.269,-9000000,4349999.9,2100000,-2060000,7900000,12340000,146610000,69540000,106690000,74420000,59000000,52000000,44000000,46000000,67100000,56000000,43600000,26100000,30000000,76800000,102400000,152400000,178000000,164000000,198000000,246800000,277910000,200558390,237750048.6,137700000,162654036.4,327343651.2,1180405596,1695179887,1294482521,2237312735,
High income,HIC,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,9282565074,10893620620,12431121668,15594864874,18940909014,19632126468,15673151355,22207192628,27297954577,34558498836,45895199986,57348335253,54583382124,43855710259,50662075834,33468437668,72287220409,1.28326E+11,1.47614E+11,1.79529E+11,2.18654E+11,1.45526E+11,1.44043E+11,1.72684E+11,1.98121E+11,2.71678E+11,3.04913E+11,3.84542E+11,6.48745E+11,1.04757E+12,1.42387E+12,7.35446E+11,6.02717E+11,5.7885E+11,8.00646E+11,1.27007E+12,1.82516E+12,2.59908E+12,1.86282E+12,1.02374E+12,1.30537E+12,1.64153E+12,1.38124E+12,1.43156E+12,1.29524E+12,2.15189E+12,2.17295E+12,1.6484E+12,3.35701E+11,1.13334E+12,7.0501E+11,1.44021E+12,2.57559E+11
"Hong Kong SAR, China",HKG,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,49822078,59483393.5,110442097,271274584.7,153444422.9,377359617.8,255361829.7,273737273,477382649.1,648065889.9,710201409.3,2062785582,1236856768,1144127082,1287739696,-267220620.9,1888313590,6249829234,4978949480,2041094981,3275072298,1020860063,3887467096,6929625915,7827938821,6213362504,10460173705,11368147926,13939361336,25355410569,70495739306,31291719645,6747855221,18567357065,22194238605,40963127271,44901793969,62121011424,67035187588,54275707074,82709142976,96135081265,74887135901,76857453418,1.29847E+11,1.81047E+11,1.33259E+11,1.25717E+11,97036255479,58299361095,1.17452E+11,1.37191E+11,
Honduras,HND,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,8400000,7400000,3000000,6599999.9,-1150000,7000000,5250000,8900000,13150000,28200000,5800000,-3600000,13800000,21000000,20450000,27500000,30000000,38650000,48300000,51000000,43500000,52100000,47600000,26700000,34800000,50000000,90900000,121500000,99000000,237300000,349978000,309826700,287314900,390166272.9,592120092.9,601059572.2,717591908.2,966926354.3,1200798087,494497450.5,607376418.1,1042571021,1081346796,1069029263,1704790710,1316679827,1147030450,949955941.5,1442587576,955095298,236016866.2,875943664.5,
Heavily indebted poor countries (HIPC),HPC,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,306793998.9,143209999.6,259054984,380329998.9,377841910,513134920.6,541019849.5,421326634.5,695217442.3,694128839.6,789971792.5,754371998.3,483790872,188085491.4,203002617.8,578010393.1,-15811822.05,553089685.8,619129808.4,919883278.6,708906379.7,355549390.7,588676355.3,1219407235,1186793913,1683486032,1897157226,3333085606,4053908679,4612000883,4053413013,4685436003,5892830404,6836256861,7422180824,8173921988,10333820163,14873118486,19433535058,15646350118,23687328775,28510235840,32570848777,35188732024,29403053949,29886754944,24657793053,29559873800,28398100347,23533935003,18148564578,34538276853,115899184
Croatia,HRV,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13000000,144186480.2,114440874.4,108053139.7,492528182.7,596514805.2,1004077220,1454741834,1015069997,1036758146,980784304.8,1846434012,1314179917,1814728743,3346611893,4645807617,5249620116,3069599256,1545050408,1248979436,1465100045,966014917.3,3179819720,35177680.93,423781033.4,451346089.2,1314767768,3940753802,1249365581,4660184374,
Haiti,HTI,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,2799999.9,3400000.001,4059985.039,6979999.995,7939993.416,2640000.001,7780000.002,8000000.002,10000000,12000000,13000000,8340000.002,7080000.001,8420000.002,4460000,4920000,4820000,4680000,10100000,9360000,8000000,-1800000,-2200000,-2800000,-2799999.9,7400000,4100000,4000000,10760000,30000000,13250000,4400000,5700000,13800000,5900000,26000000,160600000,74500000,29800000,55470000,178000000,119000000,156000000,161918586.3,99000000,105680000,104900000,374860000,105000000,75000000,25000000,51299000,
Hungary,HUN,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,553808999.9,1462141210,1479165394,2349715111,1144083870,4804151332,3288936449,4164123320,3261654750,3384965975,2747712560,4058819561,3643428380,4157510420,4538099567,27489690204,18678720025,70631297039,75107772943,-2792080129,-20770280261,10740966551,10815928328,-3586600505,13060104659,-5266437315,69681210262,-12133055293,-64364899191,98701757632,1.6756E+11,29344742756,
IBRD only,IBD,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,2491510760,2701084457,1733155901,3642965888,4565583788,5358067908,4026854175,4084767769,5847894741,6800931703,8141018769,11715107496,10079181837,8769052021,8741825146,10354097503,9496148627,10261240668,17454695798,18775230708,19975027773,28816267733,41106860325,60052490325,82154943324,94409761131,1.19498E+11,1.58185E+11,1.57173E+11,1.69848E+11,1.56865E+11,1.67217E+11,1.5021E+11,1.62926E+11,2.27833E+11,3.03896E+11,4.0276E+11,5.56823E+11,6.2836E+11,4.26674E+11,6.26009E+11,7.35178E+11,6.80263E+11,7.21964E+11,6.56632E+11,6.06284E+11,5.4824E+11,5.23942E+11,6.03322E+11,5.7073E+11,5.31908E+11,7.8025E+11,1.79639E+11
IDA & IBRD total,IBT,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,3174880759,3212544456,2422790885,4570655887,5313032698,6381525394,5050499285,5082941049,6905481757,8041869819,8498148083,13294573315,11270310472,9598994465,9394034344,11747543359,10007328860,11805709813,18982919087,22266882426,21921316935,30986119442,44295531913,64731221520,86698739812,98132521248,1.23878E+11,1.63961E+11,1.63007E+11,1.76486E+11,1.63364E+11,1.74128E+11,1.59351E+11,1.7393E+11,2.41142E+11,3.22629E+11,4.28422E+11,5.92927E+11,6.72119E+11,4.62516E+11,6.67402E+11,7.86172E+11,7.30941E+11,7.7504E+11,7.04696E+11,6.56446E+11,5.93298E+11,5.75414E+11,6.49117E+11,6.14097E+11,5.68084E+11,8.34211E+11,1.82731E+11
IDA total,IDA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,683369999,511459999.7,689634983.8,927689998.6,747448909.8,1023457486,1023645110,998173280.2,1057587016,1240938116,357129314.1,1579465818,1191128635,829942443.3,652209197.5,1393445856,511180232.9,1544469145,1528223289,3491651718,1946289162,2169851709,3188671588,4678731195,4543796488,3722760117,4380130832,5775694070,5833949274,6638634347,6498960217,6911424462,9140799118,11003777279,13308737149,18732774746,25661854354,36103556381,43758673662,35842182430,41393168250,50993346461,50677692068,53075549719,48064223748,50162144219,45057952622,51471679567,45794829123,43366253425,36175254308,53961432665,3092575173
IDA blend,IDB,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,417619999.9,420630000,515769999.5,615749999.7,472459999.9,595518747.5,472620978.4,569046574.1,397335618.6,611564754.2,-280995598.9,1000268729,806209525.2,871070052,463058227.3,1108516179,401239866,1068507456,887134523.4,2353070650,991235562.3,1189955554,1537794813,2368176009,2653898683,1917880156,2029666371,1824847566,1665692209,2140110942,1996323730,1782580459,3750416112,3797298821,3964141337,9068016474,12284606537,16088966800,17785703166,14967636556,12733640607,15172598264,11581597250,12224169018,13230977971,12585658539,10087750788,14352398014,10977701640,8433846759,6214760046,13957982600,1343277228
Indonesia,IDN,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,145380000,299069999.9,253520000,581000000,182120000,1292060000,747590000,235000000,417709999.9,226000000,180000000,133000000,225000000,292000000,222000000,310000000,258000000,385000000,576000000,682000000,1093000000,1482000000,1777000000,2004000000,2109000000,4346000000,6194000000,4677000000,-240800000,-1865620963,-4550355286,-2977391857,145085548.7,-596923827.8,1896082770,8336257208,4914201435,6928480000,9318453650,4877369178,15292009411,20564938227,21200778608,23281742362,25120732060,19779127977,4541713739,20510310832,18909826044,24993551748,19175077748,21213080330,21652074480
IDA only,IDX,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,265749999.1,90829999.7,173864984.3,311939998.9,274988909.9,427938739,551024131.9,429126706.1,660251397.4,629373361.3,638124913,579197088.9,384919109.7,-41127608.74,189150970.2,284929677.5,109940366.9,475961688.4,641088765.6,1138581068,955053599.9,979896154.4,1650876775,2310555185,1889897805,1804879961,2350464461,3950846504,4168257065,4498523405,4502636487,5128844003,5390383005,7206478458,9344595812,9664758272,13377247818,20014589582,25972970496,20874545873,28659527643,35820748197,39096094818,40851380700,34833245777,37576485680,34970201833,37119281552,34817127482,34932406665,29960494262,40003450064,1749297945
Isle of Man,IMN,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,45460000,47659999.9,17789999.9,37909999.9,56969999.9,-10326246.71,-7706430.543,-36060000,18090000,48570000,79159999.9,91920000,72079999.9,5639999.9,19239999.9,106090000,117730000,212319999.9,91250000,252099999.9,236690000,73537638.39,276512439,550370024.9,973271468.7,2143628110,2426057022,3577330042,2634651658,2168591054,3584217307,5128093562,5208967106,3681984671,5429250990,7269407226,20029119267,25227740887,43406277076,35581372930,27396885034,36498654598,23995685014,28153031270,34576643694,44009492130,44458571546,39966091359,42117450737,50610647354,64362364994,44727277563,
Not classified,INX,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,32000000,25000000,31000000,52000000,51200000,158169999.9,172680000,136240000,375259999.9,336680000,286449999.9,203449999.9,242009999.9,169650000,121360000,163660000,250293354.5,322476620.4,257438683.1,192759335.7,621910999.9,1361668000,1458175000,1077890000,856979000,1442925000,2617483000,2028797815,8862216911,18210641714,25779436153,9650920350,29323796527,22781292817,-10607612697,47001243614,22070063905,59934755383,23287686336,53974309647,37748455284,23699352433,58090414123,70811172728,97382259039,2.3706E+11,1.02916E+11,58300808408,67361732390,-46633226471,34782774941,81018660490,
"Iran, Islamic Rep.",IRN,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,28000000,65200000,91200000,561500000,323500000,494399999.9,-101590000,345690000,909059999.9,164349999.9,80909999.9,28219999.9,-136090000,-78519999.9,42689999.9,-38149999.9,-112440000,-307630000,60539999.9,-19420000,-361949999.9,22590000,8500000,207550000,2000000,17000000,26000000,53000000,24000000,35000000,39000000,408118760,3519380360,2877481500,3037299840,2889191670,2317538500,2017791750,1979988010,2983421910,3648972410,4276718690,4661734400,3049945000,2105494000,2050000000,3372000000,5019000000,2373000000,1508000000,1342000000,1425000000,
Iraq,IRQ,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,-910000,-180000,-90000,-6549999.9,-8830000,-44920000,1350000,4389999.9,300000,1610000,1530000,4120000,2419999.9,-234000,-2749000,-1159999.9,918000,-4291000,-3383000,390000,-6809999.9,7685999.9,93000,803000,-30000,,-1994000,1153000,7387999.9,,-32000,-6655999.9,-326000,1000000000,300000000,515300000,383000000,971800000,1855700000,1598300000,1396200000,2082000000,3400000000,-2335300000,-10176400000,-7574200000,-6255900000,-5032400000,-4885100000,-3075600000,-2859100000,-2637300000,
Iceland,ISL,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,4500000,19800000,2799999.9,-1500000,13199999.9,42399999.9,4500000,4200000,8100000,3100000,22300000,53000000,35800000,-23400000,13700000,23600000,8500000,2400000,-14800000,-27400000,-4803187.83,-18436099.08,8648079.003,-1174.965449,2394198.454,-9309003.234,83381484.12,148012830,154082592,66639312.89,155160734.1,163445772.3,91905493.06,335355205,755317000.4,3093680068,3876554983,6872169567,1203686965,63588140.75,256982201.7,1106958185,1024164328,472607545.8,766775539,1145767445,-1066286957,-6999892981,-622718386.3,-556463720.7,-878458464.6,108528895.9,961239135.5
Israel,ISR,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,49000000,57000000,114000000,149000000,84000000,45000000,47000000,81000000,39000000,11000000,51000000,114400000,21300000,78500000,89500000,112300000,143400000,224100000,267200000,160400000,151000000,345600000,588500000,604900000,441600000,1350300000,1397100000,1633800000,1737400000,4150000000,8047500000,1771300000,1582500000,3322000000,2946900000,4818400000,14395500000,8798100000,10274200000,4606900000,6984700000,8653000000,9017300000,11842200000,6048900000,11336200000,11988000000,16892500000,21514500000,17362500000,23109200000,21486300000,27760100000
Italy,ITA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,624159999.4,549089964.6,673181132.5,673103003.1,595350461,644515567.9,109235548,1129034015,477670644.8,415373573,578156245,1124409633,615183541.1,1194907475,1313182672,1066817196,-153004673.1,4188118187,6789447589,2191462724,6440765876,2403349144,3118551015,3738910088,2208555823,4843882770,3548937154,3687266506,2640065101,6941768225,13172981900,14878086499,17239360005,19572886734,20100742902,36762073075,56995485107,65975535145,-9501579210,16607196345,9930501391,34465481830,34901033.01,19531411962,17032744039,13303439230,25656663795,11138429977,44249715319,31185214397,-22090942205,18911500067,
Jamaica,JAM,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,162099999.9,175199999.9,97500000,73299999.9,30500000,61399999.9,-600000,-9700000,-26600000,-26400000,27700000,-11500000,-15800000,-18700000,12200000,-9000000,-4600000,53400000,-12000000,57100000,137900000,133200000,142400000,77900000,79000000,101800000,135700000,155700000,322100000,474700000,419600000,576500000,443800000,683500000,559365888,637901995.9,842342788.3,811902426.3,1376602630,485164640.1,185775630.6,172757165.4,413333448.1,544747561.8,582148741.6,924977863.7,927976719,888835228.5,774620603.1,665415555,265100553.6,320480000,
Jordan,JOR,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,559999.382,2130438.418,6830353.699,25641693.89,-7530498.542,11230237.21,56431307.45,26371066.47,33830643.46,140813771.7,59432045.57,34864661.93,77487832.89,24948927.46,22754208.38,39498588.02,23731746.2,-1349805.313,37646775.31,-11887398.04,40722566.98,-33548530.15,2854731.793,13308089.21,15514809.59,360930888.6,310014104.4,157968970.4,913258110,273628171.3,238222874.7,546967559.9,936812411.8,1984485190,3544005642,2622144779,2826744496,2413098592,1688394366,1486056338,1548450704,1946597204,2178450704,1600281690,1552957746,2029718310,954929577.5,729718309.9,760281690.1,621830985.9,
Japan,JPN,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,94000000,210000000,169000000,-42000000,202000000,226000000,113000000,21000000,8000000,239000000,278000000,189000000,439000000,416000000,-10000000,608713150.2,242107761.7,1177422254,-483800486.9,-1059696732,1806039008,1284268820,2755603983,210435439.5,888384470.9,41463072.35,-38203596.34,2486935040,2512021924,14780510031,10688168326,4926033619,11557373874,8771535612,7527948175,5459618343,-2396909736,21631204436,24624845330,12226471579,7440979284,-850717035.1,546962692.2,10648441636,19752249424,5252218412,40954181469,18802251208,25289367858,39960544340,60725202928,33092988101,
Kazakhstan,KAZ,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000000,1271400000,659700000,964200000,1137000000,1321400000,1151400000,1587000000,1370521199,2816823050,2588491060,2483253230,5615262947,2546065710,7611168450,11972842989,16818890680,14275888207,7456117901,13760291529,13648134374,10011293285,7308112644,6577824050,17223789548,4757396811,353291554.6,3730856271,7219543674,4584279235,
Kenya,KEN,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,13800000,7400000,6299999.9,17260000,23420000,17158747.47,46371850.86,56545225.67,34414129.64,84009903.28,78973745.62,14147557.18,13000894.96,23738842.68,10753527.42,28845949.04,32725776.79,39381344.2,394430.6394,62189917.27,57081096.18,18830976.84,6363133.145,145655517.1,7432412.602,42289248.46,108672931.6,62096809.78,26548245.97,51953455.95,110904550.4,5302622.939,27618447.06,81738242.64,46063931.45,21211685.4,50674725.18,729044146,95585680.23,116257609,178064606.8,1450474757,1380173662,1118825000,820937598.4,619724465,469533310.7,1346085345,767761506.7,469940266.8,426305189.4,463348935.7,
Kyrgyz Republic,KGZ,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000000,38178000,96090000,47238000,83820000,109228485,44412800,-2360124.961,5006732.877,4661963.545,45544627.8,175458810.1,42565248.3,182022902.5,207919477.6,376992152.1,189377400,472768300,685760800,260927500,612016900,343010700,1144054000,619220700,-107212800,144222600,403865100,-401518600,226205400,
Cambodia,KHM,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,100000,-280000,-10000,190000,1350000,270000,,,,,1000000,,,,,,,,,,,,33000000,54124000,68900000,150800000,293600000,203700000,115871733,102225822,118308566.3,146481995.1,130956363.9,81580650.56,131416229.3,379180190.6,483209382.7,867288538.6,815180218,928393617.3,1404315449,1538883425,1988102945,2068470774,1853471158,1822804151,2475915854,2788084322,3212633447,3663032999,3624644990,3483461606,
Kiribati,KIR,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,0,0,0,0,-900888.7274,0,219289.8223,106285.2578,219160.0499,257049.6585,180294.6394,299752.548,427651.4161,406859.8231,-769774.7797,431365.1183,387685.967,538400.0595,512104.9741,439745.4502,451627.4719,721810.2654,-273476.291,249788.108,670758.9289,1953667.88,2606016.175,568432.8669,1153044.69,-1267679.262,4995548.978,-6602470.868,-348737.5792,-2385943.82,838137.9532,2632144.437,-819824.3529,1806963.916,784797.2549,-1144364.717,-558280.5023,2624092.839,1031375.962,
St. Kitts and Nevis,KNA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,1000000,900000,2200000,13500000,6000000,8000000,9203703.704,16648148.15,13133333.33,40800000,48785185.19,21448148.15,12529629.63,13759259.26,15348148.15,20470370.37,35174074.07,19670370.37,31925925.93,57737037.04,96214814.81,88230740.74,79771688.89,75612162.96,55771474.07,92994488.89,110415630.4,134484438.1,177906026.7,130750839.3,116268480,109632707,92419222.22,110789970.4,156658594.1,128276604.8,121415245.5,48026116.14,40051767.21,62459225.98,5597402.078,26441253.86,
"Korea, Rep.",KOR,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,66000000,42000000,496000000,4000000,2000000,6000000,81000000,94000000,89000000,172000000,47100000,155100000,120900000,184300000,223300000,355300000,682500000,838600000,1293100000,1389600000,1045600000,1455200000,1001600000,832300000,1136600000,2487100000,2782600000,3301100000,5989200000,10726300000,11509400000,6522300000,5475100000,7010000000,13294400000,13643200000,9161900000,8826900000,11187500000,9021900000,9497400000,9773000000,9495900000,12766600000,9273600000,4104100000,12104300000,17912900000,12182600000,9634300000,8764900000,22060400000,17996000000
Kuwait,KWT,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,25989999.9,10000,10000,300000,120000,250000,-510000,1330000,760000,1280000,830000,1210000,-90000,40000,-6030000,7250000,-14529999.9,-6320000,16320000,3660000,5599999.9,800000,35299999.9,13252097.97,1519181869,6701341.174,347351454.6,19779208.98,59063714.13,72269842.45,16299834.37,-111516284.5,3619441.977,-67111499.34,23752969.12,233904109.6,121305596.3,111535690.2,-5951752.859,1113588047,1304627500,3259067552,2872588962,1433630444,485806657.8,284647623.8,292026510.2,113012065,-21377568.82,515617569.4,-558055522.6,-272335307.1,
